,Unnamed: 0,RequestNumber-App,FinalDefectType,FinalDefectCount,FinalAmbiguityClassType,FinalAmbiguitySubType,Annotation,TextUsedForAnnotation
60,2,2055-Signal,Ambiguity/Incompleteness,"{'Ambiguity': 6, 'Incompleteness': 1}","{'Pragmatic': 2, 'Lexical': 1, 'Semantic': 2, 'Vagueness': 1}","{'Pragmatic-Referential': 2, 'Lexical-Polysemy': 1, 'Semantic-Referential': 1, 'Vagueness-N/a': 1, 'Semantic-Scope': 1}","[{""category"":""Ambiguity"",""label"":""Pragmatic"",""subclass"":""Referential"",""comment"":""The demonstrative pronoun \""this\"" can point to multiple concepts in the context of the message, which creates alternative interpretations."",""question"":""When you wrote \""when this is rejected\"", does \""this\"" refer to the feature request, the message delivery, the delivery receipt, or something else?"",""interpretation"":""the feature request; the message delivery; the delivery receipt"",""affectsDownstream"":""No"",""affectDescription"":"""",""text"":""this"",""start"":709,""end"":713},{""category"":""Ambiguity"",""label"":""Pragmatic"",""subclass"":""Referential"",""comment"":""The demonstrative pronoun \""this\"" can refer to multiple concepts in the text, creating multiple interpretations."",""question"":""When you wrote \""This would make the user interface more consistent\"", does \""this\"" refer to the act of displaying the received time, the act of the receipt message piggybacking the received time, or something else?"",""interpretation"":""the act of displaying the received time; the act of the receipt message piggybacking the received time"",""affectsDownstream"":""No"",""affectDescription"":"""",""text"":""This"",""start"":652,""end"":656}, {""category"":""Ambiguity"",""label"":""Lexical"",""subclass"":""Polysemy"",""comment"":""\""real received time\"" is ambiguous and can have multiple interpretations. "",""question"":""What do you mean by the \""real received time\""?"",""interpretation"":""received time; read time"",""affectsDownstream"":""Yes"",""affectDescription"":""Requirements analysis, design, implementation, and testing"",""text"":""real received time."",""start"":632,""end"":651},{""category"":""Ambiguity"",""label"":""Semantic"",""subclass"":""Referential"",""comment"":""\""it\"" can refer to two references in the same sentence. "",""question"":""What do you mean by \""it\"" when you stated, \""because this is what it really is about\""?"",""interpretation"":""label; outgoing message"",""affectsDownstream"":""No"",""affectDescription"":"""",""text"":""it"",""start"":842,""end"":844},{""category"":""Ambiguity"",""label"":""Vagueness"",""subclass"":""N/a"",""comment"":""Consistent is a vague and subjective term and cannot be measured "",""question"":""What do you mean by consistent?"",""interpretation"":""Consistent in what way?; Consistent with the incoming messages?; consistent with user expectations?; consistent with standard UI design principals?"",""affectsDownstream"":""Yes"",""affectDescription"":""Testing"",""text"":""consistent."",""start"":692,""end"":703}, {""category"":""Ambiguity"",""label"":""Semantic"",""subclass"":""Scope"",""comment"":""There are quantifiers \""only one\"" and also \""/\"" in the sentence. In this case, sent/received can be interpreted in two different ways: (1) sent or received. (2) sent and received as one token. "",""question"":""What time receipt is shown for an outgoing message?"",""interpretation"":""only the sent time is displayed; only the received time is displayed; only one sent and only one received time is displayed. "",""affectsDownstream"":""Yes"",""affectDescription"":""Requirements analysis; replication"",""text"":""only one Sent/Received time is displayed,"",""start"":334,""end"":375},{""category"":""Incompleteness"",""comment"":""Incompletely specified conditions: The request is incomplete and misses information regarding scenarios like failed message delivery, partial receipts, or differences in time zones."",""question"":""What happens if scenarios such as failed message delivery, partial receipts, or differences in time zones happen?"",""interpretation"":""The request does not address scenarios like failed message delivery, partial receipts, or differences in time zones."",""affectsDownstream"":""Yes"",""affectDescription"":""Design, implementation, and testing"",""text"":""N/A"",""start"":0,""end"":0}]","Request Number - 2055 | Request Title - use delivery receipts to show message received time for outgoing messages | Request Description - After long pressing on a message and selecting the info button, the message details are shown. This includes the sent and received times for incoming messages. For outgoing messages, in contrast, only one Sent/Received time is displayed, probably containing sent time. Now that delivery receipts are implemented, it would be possible to display the received time for outgoing messages (by taking the sent time from the receipt). Or to make it more precise, let the receipt message piggybag the real received time. This would make the user interface more consistent. When this is rejected for some reasons, I suggest renaming the ""Sent/Received"" label for outgoing messages to ""Sent"" because this is what it really is about."
61,3,2159-Signal,O,"{'Ambiguity': 0, 'Incompleteness': 0}",O,O,O,"Request Number - 2159 | Request Title - Share multiple photos (files) | Request Description - Hi, I love TextSecure but there's one thing that I find rather annoying. It often happens that I want to share some pics with someone (more than just one pic), and I have to select them one at a time instead of selecting them all and sending them all at once. It would be cool if I could pick them from the gallery and then click ""share"" and send them without going through the procedure n times. I don't think this should be hard to implement and it would save so much time and improve usability greatly. Thank you"
62,4,4245-Signal,O,"{'Ambiguity': 0, 'Incompleteness': 0}",O,O,O,Request Number - 4245 | Request Title - Low quality contact photo during call | Request Description - Calling screen doesn't show the full resolution contact photo on Signal 3.0.3
63,5,5238-Signal,Ambiguity/Incompleteness,"{'Ambiguity': 2, 'Incompleteness': 1}",{'Lexical': 2},{'Lexical-Polysemy': 2},"[{""category"":""Ambiguity"",""label"":""Lexical"",""subclass"":""Polysemy"",""comment"":""It is unclear whether the author is using slang or jargon, made a typo, or are referring to a specific app client. Confusion over the meaning here creates ambiguity."",""question"":""When you wrote \""Wazzapp\"", were you referring to Whatsapp (the well-known messaging application), Wazzapp (the unofficial Whatsapp linux client), or something else?"",""interpretation"":""Whatsapp (the well-known messaging application); Wazzapp (the unofficial Whatsapp linux client); something else"",""affectsDownstream"":""No"",""affectDescription"":"""",""text"":""Wazzapp,"",""start"":432,""end"":440}, {""category"":""Ambiguity"",""label"":""Lexical"",""subclass"":""Polysemy"",""comment"":""\""signal\"" is a noun without a reference index. "",""question"":""How is the \""signal\"" activated such that the user will know it is time to leave a voice message?"",""interpretation"":""Sign; sound; the app"",""affectsDownstream"":""Yes"",""affectDescription"":""Design, implementation, and testing"",""text"":""signal."",""start"":369,""end"":376}, {""category"":""Incompleteness"",""comment"":""The feature request is missing some information on how the implement the request."",""question"":""Should this be a default setting, or should a user need to enable it?; Should the feature be modeled after Telegram's version or Whatsapp's version?"",""interpretation"":""Should this be a default setting, or should a user need to enable it?; Should the feature be modeled after Telegram's version or Whatsapp's version?"",""affectsDownstream"":""Yes"",""affectDescription"":""Default app behavior vs optional setting"",""text"":""N/A"",""start"":0,""end"":0}]","Request Number - 5238 | Request Title - Conveniently raise-to-speak and raise-to-listen Voice messages | Request Description - Telegram 3.5 added the very convenient raise-to-speak and raise-to-listen feature for voice messages: When a chat is open, bring your phone to your ear (as if taking a phone call) to listen to new voice messages or record a new one after the signal. Voice messaging is one of the most popular features of Wazzapp, raise-to-speak  and raise-to-listen would make it much easier to use, even better than the competition!"
64,6,5775-Signal,O,"{'Ambiguity': 0, 'Incompleteness': 0}",O,O,O,"Request Number - 5775 | Request Title - Add longer-term disappearing timeouts | Request Description - I have looked at all open and closed issues containing ""disappearing"" here and in the libsignal-java repo. I hope the bug belongs to this repo, sorry if not! For my use case, the 30s/.../1 week periods for disappearing messages are not useful. I quite often want to have a look at messages written within the last month. I'd thus not use the feature at all, even though in principle I think it is a good idea. I'd suggest to add further periods up to at least one year or something. (As I'm thinking of it, maybe it should even be 13 months rather than 12, so you can re-read what you were discussing on your last year's birthday or last christmas or whatever, and it only disappears little after) (Signal 3.19.1 on Android 6.0.1 / CM 13)"
65,7,6362-Signal,Ambiguity/Incompleteness,"{'Ambiguity': 7, 'Incompleteness': 1}","{'Lexical': 3, 'Syntactic': 4}","{'Lexical-Polysemy': 3, 'Syntactic-Elliptical': 4}","[{""category"":""Incompleteness"",""comment"":""The feature request is missing information elements required to fully implement the idea."",""question"":""Where in the user interface should these analytics be accessed?; What other examples of graphs or charts should be included?; Should these analytics include data from apps and services outside of the Signal app?"",""interpretation"":""Where in the user interface should these analytics be accessed?; What other examples of graphs or charts should be included?; Should these analytics include data from apps and services outside of the Signal app?"",""affectsDownstream"":""Yes"",""affectDescription"":""API usage, user interface, and data permissions"",""text"":""N/A"",""start"":0,""end"":0},{""category"":""Ambiguity"",""label"":""Lexical"",""subclass"":""Polysemy"",""comment"":""The word 'on' can have multiple meanings, which creates multiple interpretations of the sentence and feature request."",""question"":""When you wrote \""contacts are on Signal\"", does \""on\"" mean online, using, registered with, connected with me via, copied into, or something else?"",""interpretation"":""online; using; registered with; connected via; copied into"",""affectsDownstream"":""Yes"",""affectDescription"":""Affects the data being examined and potentially API usage"",""text"":""on"",""start"":81,""end"":83},{""category"":""Ambiguity"",""label"":""Lexical"",""subclass"":""Polysemy"",""comment"":""The word 'on' can have multiple meanings, which creates multiple interpretations of the sentence and feature request."",""question"":""When you wrote \""how many of my contacts were on Signal\"", does \""on\"" mean online, using, registered with, connected with me via, copied into, or something else?"",""interpretation"":""online; using; registered with; connected via; copied into"",""affectsDownstream"":""Yes"",""affectDescription"":""Affects the data being examined and potentially API usage"",""text"":""on"",""start"":376,""end"":378},{""category"":""Ambiguity"",""label"":""Lexical"",""subclass"":""Polysemy"",""comment"":""Due to systemic polysemy, the word \""using\"" can be used to describe a status, behavior, or a disposition, which creates alternative meanings for the sentence."",""question"":""When you wrote \""when most, but not all, of my contacts were currently using Signal\"", does \""using\"" mean currently interacting with, regular users of, registered with, or something else?"",""interpretation"":""currently interacting with; regular users of; registered with"",""affectsDownstream"":""No"",""affectDescription"":"""",""text"":""using"",""start"":782,""end"":787},{""category"":""Ambiguity"",""label"":""Syntactic"",""subclass"":""Elliptical"",""comment"":""A word may have been omitted for brevity that provides context, and assumptions made in its absence create multiple possible interpretations."",""question"":""When you wrote \""contacts\"", are you referring to Signal contacts, phone contacts, contacts on other linkable applications (e.g. Facebook, Hangouts, etc.), or something else?"",""interpretation"":""Signal contacts; phone contacts; contacts on other linkable applications (e.g. Facebook, Hangouts, etc.)"",""affectsDownstream"":""Yes"",""affectDescription"":""API usage"",""text"":""many contacts"",""start"":63,""end"":76},{""category"":""Ambiguity"",""label"":""Syntactic"",""subclass"":""Elliptical"",""comment"":""A word may have been omitted for brevity that provides context, and assumptions made in its absence create multiple possible interpretations."",""question"":""When you wrote \""my contacts\"", are you referring to Signal contacts, phone contacts, contacts on other linkable applications (e.g. Facebook, Hangouts, etc.), or something else?"",""interpretation"":""Signal contacts; phone contacts; contacts on other linkable applications (e.g. Facebook, Hangouts, etc.)"",""affectsDownstream"":""Yes"",""affectDescription"":""API usage"",""text"":""my contacts"",""start"":359,""end"":370},{""category"":""Ambiguity"",""label"":""Syntactic"",""subclass"":""Elliptical"",""comment"":""A word may have been omitted for brevity that provides context, and assumptions made in its absence create multiple possible interpretations."",""question"":""When you wrote \""of contacts I still need to convince to convert\"", are you referring to Signal contacts, phone contacts, contacts on other linkable applications (e.g. Facebook, Hangouts, etc.), or something else?"",""interpretation"":""Signal contacts; phone contacts; contacts on other linkable applications (e.g. Facebook, Hangouts, etc.)"",""affectsDownstream"":""No"",""affectDescription"":"""",""text"":""of contacts"",""start"":569,""end"":580},{""category"":""Ambiguity"",""label"":""Syntactic"",""subclass"":""Elliptical"",""comment"":""A word may have been omitted for brevity that provides context, and assumptions made in its absence create multiple possible interpretations."",""question"":""When you wrote \""convince to convert\"", did you mean convert to using the Signal app, convert their contact relationship in another app to the Signal app, convert to the behavior of using encryption, or something else?"",""interpretation"":""convert to using the Signal app; convert their contact relationship in another app to the Signal app; convert to the behavior of using encryption"",""affectsDownstream"":""No"",""affectDescription"":"""",""text"":""convert."",""start"":609,""end"":617}]","Request Number - 6362 | Request Title - Visual display for how many contacts are on Signal | Request Description - I have:   searched open and closed issues for duplicates  read https://github.com/WhisperSystems/Signal-Android/wiki/Submitting-useful-bug-reports  It'd be nice if Signal had a screen that would show e.g. a pie chart that indicated how many of my contacts were on Signal. Or how many of the messages I send are encrypted. Tapping an element of the pie chart would then show a list of people in that category - this would be a nice way to get an overview of contacts I still need to convince to convert. There's probably also room for some gamification in here - the app could display something like e.g. ""Almost there! __"" when most, but not all, of my contacts were using Signal."
66,8,6424-Signal,O,"{'Ambiguity': 0, 'Incompleteness': 0}",O,O,O,"Request Number - 6424 | Request Title - Improve search for non-contacts | Request Description - We recently made some improvements in Signal-iOS around searching for non-contacts by phone number.  I suggest we have parity on Android.  Fix non-contact lookup for non-US users. SignalServiceKit#130 Further refinements to phone number parsing. SignalServiceKit#139 Let's say user has a US phone number like +12045002827.  They should be able to search for another US phone number like +17043264096 by entering any of:  +17043264096 17043264096 7043264096 They should also be able to search for a non-US phone number like +441733530267 by entering any of:  +441733530267 441733530267 IMO we should try prepending the calling code for the current user's phone number and the calling code that corresponds to the default region for the current device.  I'm not sure how this works on Android, but on iOS users specify their language and region preferences as a system setting.  So for a user living in the US (With a US phone number) but who is Scottish and like seeing dates and times, etc. formatted in UK way and thus uses the UK region, we should try both US and UK calling codes since they are likely to look up users in both places."
67,9,7567-Signal,Ambiguity/Incompleteness,"{'Ambiguity': 3, 'Incompleteness': 1}",{'Syntactic': 3},"{'Syntactic-Coordination': 2, 'Syntactic-Elliptical': 1}","[{""category"":""Ambiguity"",""label"":""Syntactic"",""subclass"":""Coordination"",""comment"":""A modifier is being used between a grouping of two words, which can be interpreted as applying to both words or just the first word, which creates multiple possible meanings."",""question"":""When you wrote \""Signal message/call\"" did you mean Signal message and Signal call, Signal message and any call, or something else?"",""interpretation"":""Signal message and Signal call; Signal message and all types of call"",""affectsDownstream"":""Yes"",""affectDescription"":""API usage of settings menu"",""text"":""Signal message/call"",""start"":454,""end"":473},{""category"":""Ambiguity"",""label"":""Syntactic"",""subclass"":""Coordination"",""comment"":""A modifier is being used between a grouping of two words, which can be interpreted as applying to both words or just the first word, which creates multiple possible meanings."",""question"":""When you wrote \""secure messages / call\"" did you mean secure messages and secure calls, secure messages and any calls, or something else?"",""interpretation"":""secure messages and secure call; secure messages and all types of call"",""affectsDownstream"":""Yes"",""affectDescription"":""API usage of settings menu"",""text"":""secure messages / call."",""start"":662,""end"":685}, {""category"":""Ambiguity"",""label"":""Syntactic"",""subclass"":""Elliptical"",""comment"":"" An ellipsis is a gap in a sentence cause by omission of a lexically or syntactically necessary constituent.\nElliptical ambiguity occurs when it is not certain whether or not a sentence contains an ellipsis. In this case, \""the same\"" seems to be cut off and it is not clear the results is the same to what?"",""question"":""Can you explain what you mean by \""actual results: the same\""?"",""interpretation"":""The same as enabling SMS; The same as installing Signal"",""affectsDownstream"":""Yes"",""affectDescription"":""Requirements anlalsysis and reproducing the issue"",""text"":""The same"",""start"":555,""end"":563},{""category"":""Incompleteness"",""comment"":""By means of nominalization, a \""making default\"" process is converted to a singular event. Details about the process are missing. In addition, there is an instance of an incomplete specified condition. Details are missing if the user doesn't set Signal as the default SMS manager. "",""question"":""How are you making Signal the default SMS manager?; What if you don't make Signal the default SMS manager? In that case, can you set up individual notifications for Android SMS and Signal SMS?"",""interpretation"":""How to make Signal the default SMS manager?; What happens if Signal is the default SMS manager?"",""affectsDownstream"":""Yes"",""affectDescription"":""Requirements analysis, reproduction of the issue, design, implementation, and testing"",""text"":""N/A"",""start"":0,""end"":0}]","Request Number - 7567 | Request Title - [Feature Request] SMS/Signal Notifications profile | Request Description - I have:   searched open and closed issues for duplicates  read https://github.com/signalapp/Signal-Android/wiki/Submitting-useful-bug-reports  Bug description. When making Signal as default SMS manager, there is no way to have default SMS notification (Android settings) to be enforced and having the Signal notification settings just for Signal message/call only. Steps to reproduce.  Install Signal and enable SMS support. Actual result: The same Expected result: Use Android notification profile for regular SMS/MMS and use Signal settings for secure messages / call. I use Signal with a limited number of people and I wish to know the difference between regular SMS or secured one by the ringtone (secure messages are mostly more urgent than other SMS). Screenshots. Device info. Device: BlackBerry Motion Android version: 7.1.2 Signal version: 4.16.9 Link to debug log."
68,10,1504-Signal,Ambiguity/Incompleteness,"{'Ambiguity': 5, 'Incompleteness': 1}","{'Pragmatic': 3, 'Semantic': 1, 'Syntactic': 1}","{'Pragmatic-Referential': 3, 'Semantic-Scope': 1, 'Syntactic-Coordination': 1}","[{""category"":""Ambiguity"",""label"":""Pragmatic"",""subclass"":""Referential"",""comment"":""There is not enough information presented to determine what concept the highlighted text is referring to, which creates multiple potential interpretations."",""question"":""When you wrote \""this one\"", were you referring to the notification color, a different feature request about notification colors, or something else?"",""interpretation"":""the notification color; the request"",""affectsDownstream"":""No"",""affectDescription"":"""",""text"":""this one"",""start"":135,""end"":143},{""category"":""Ambiguity"",""label"":""Pragmatic"",""subclass"":""Referential"",""comment"":""There is not enough information presented to determine what concept the highlighted text is referring to, which creates multiple potential interpretations."",""question"":""When you wrote \""we\"", are you referring to users, developers, forum moderators, or someone else?"",""interpretation"":""users; developers; forum moderators"",""affectsDownstream"":""No"",""affectDescription"":"""",""text"":""we"",""start"":127,""end"":129},{""category"":""Incompleteness"",""comment"":""Not enough information is provided to understand what actions the user is requesting be taken."",""question"":""What is this request referring to? The feature in the title, or another request about the feature in the title?; What actions are being recommended and who is responsible for taking them?"",""interpretation"":""What is this request referring to? The feature in the title, or another request about the feature in the title?; What actions are being recommended and who is responsible for taking them?"",""affectsDownstream"":""Yes"",""affectDescription"":""The nature of the request remains unclear."",""text"":""N/A"",""start"":0,""end"":0},{""category"":""Ambiguity"",""label"":""Semantic"",""subclass"":""Scope"",""comment"":""It is unclear how the different noun phrases (notification color, individual contacts, groups) associate with one another in a collective/distributive sense, creating multiple possible interpretations."",""question"":""When writing \""notification color for individual contacts or groups\"", are you suggesting one color for all individual contacts and one different color for all group messages, one different color for each individual and group, one color for all individual contact and group message notifications (to differentiate user communications from system or other types of notifications), or something else?"",""interpretation"":""one color for all individual contacts and one different color for all group messages; one different color for each individual and group; one color for all individual contacts and group messages (differentiated from system or other types of notifications)"",""affectsDownstream"":""Yes"",""affectDescription"":""GUI design"",""text"":""Notification Color for Individual Contacts or Groups"",""start"":40,""end"":92},{""category"":""Ambiguity"",""label"":""Pragmatic"",""subclass"":""Referential"",""comment"":""There is not enough information presented to determine what concept the highlighted text is referring to, which creates multiple potential interpretations."",""question"":""When you wrote \""it\"", were you referring to the notification color, a different feature request about notification colors, or something else?"",""interpretation"":""the notification color; the request"",""affectsDownstream"":""No"",""affectDescription"":"""",""text"":""it....."",""start"":165,""end"":172}, {""category"":""Ambiguity"",""label"":""Syntactic"",""subclass"":""Coordination"",""comment"":""A conjunction \""or\"" is used with a modifier \""individual,\"" which triggers syntactic coordination ambiguity. As a result, the phrase \""individual contacts or groups\"" can be parsed and grouped differently: ((individual contacts) or groups); (individual (contacts or groups))."",""question"":""Do you need this feature just for an individual group or groups?; Do you need this feature for an individual contact or a group of contacts?"",""interpretation"":""Individual contact; individual contacts; individual groups; individual groups; only individual contacts, and all groups together;"",""affectsDownstream"":""Yes"",""affectDescription"":""Requirements analysis, design, implemention, and testing"",""text"":""Individual Contacts or Groups"",""start"":63,""end"":92}]",Request Number - 1504 | Request Title - Notification Color for Individual Contacts or Groups | Request Description - how about we edit this one too?  or just delete it..... 🙈
69,11,802-Signal,Ambiguity/Incompleteness,"{'Ambiguity': 4, 'Incompleteness': 1}","{'Syntactic': 2, 'Lexical': 1, 'Vagueness': 1}","{'Syntactic-Coordination': 2, 'Lexical-Polysemy': 1, 'Vagueness-N/a': 1}","[{""category"":""Incompleteness"",""comment"":""Various details and information are missing that will affect the design and implementation of the requested feature. "",""question"":""What constitutes a secure channel?; How would you suggest we enforce the usage of secure channels for transferring keys?How would you suggest to backup the keys and encrypting them?; "",""interpretation"":""The request does not specify what constitutes a \""secure channel\"" or how the app should enforce or validate this security; No details are provided on how the backup and restoration process should be implemented, nor the required encryption standards; There is no description of how the app should handle compatibility or synchronization across devices; It is unclear how the app should facilitate bulk public key sharing, including the format, security, or user interface;"",""affectsDownstream"":""Yes"",""affectDescription"":""Design, implementation, and sharing."",""text"":""N/A"",""start"":0,""end"":0},{""category"":""Ambiguity"",""label"":""Syntactic"",""subclass"":""Coordination"",""comment"":""More than one conjunction (\""and\"") is used in the sentence. "",""question"":""How do you want to export keys to files? How do you want to import keys from files?"",""interpretation"":""import private key to files; import private key; export private key to files; export public key to files"",""affectsDownstream"":""No"",""affectDescription"":"""",""text"":""import and export the private key, and public keys to files."",""start"":174,""end"":234}, {""category"":""Ambiguity"",""label"":""Lexical"",""subclass"":""Polysemy"",""comment"":""Key is a general term and can mean public or private key. "",""question"":""Do you want to remove both private and public keys from your phone?"",""interpretation"":""Public key; Private key"",""affectsDownstream"":""Yes"",""affectDescription"":""design, implementation, and testing"",""text"":""key,"",""start"":749,""end"":753}, {""category"":""Ambiguity"",""label"":""Syntactic"",""subclass"":""Coordination"",""comment"":""Conjunction \""and\"" is used with the modifier \""encrypted\"""",""question"":""Do we have to make sure the container is also encrypted?"",""interpretation"":""encrypted partition and encrypted container; (encrypted partition) and container;"",""affectsDownstream"":""Yes"",""affectDescription"":""Design, implementation, and testing"",""text"":""encrypted parition, or container,"",""start"":965,""end"":998}, {""category"":""Ambiguity"",""label"":""Vagueness"",""subclass"":""N/a"",""comment"":""\""good\"" is a vague quality and cannot be measured. "",""question"":""What do you mean by \""good backup\""? What features and criteria qualify a backup to be \""good\""?"",""interpretation"":""virtuousness; rightfull; advantages;"",""affectsDownstream"":""Yes"",""affectDescription"":""Design, implementation, and testing"",""text"":""good back up"",""start"":1218,""end"":1230}]","Request Number - 802 | Request Title - Feature Request: import and export keys to file, Bluetooth, QR, and NFC | Request Description - more specificly I'd like to be able to import and export the private key, and public keys to files. I'd also like to be able to import and export public keys via bluetooth, NFC, and QR code. Something like this: https://play.google.com/store/apps/details?id=org.sufficientlysecure.keychain The do key management pretty well, for GPG. (sadly no one writes apps that use their wonderful app, but seriously, best key management app there is.) its also open source, I wonder if you could steal some code from them, and use their key management interface. Reasons I need this new phone, I need to securely wipe the old key, export the old key to a file, and then re-import it. Lost phone, in case I loose my phone, I can reuse the same gpg key. Device immaterial - once I have a back up file of the private key, I can store that on an encrypted parition, or container, and bounce that around as I see fit between devices, PCs, internet storage, etc.. I can then bring it back when I need it. I can also switch between phones at will. For public keys. in addition to reasons 1-3, having a good back up of my friend's public keys, I can easily re-import them, and share them with other people as needed, to make the fewest amounts of key exchanges needed. I can set up phones for people with all the public keys they need. just load them up, and go. This would just make an already good app fucking awesome."
70,0,8-Mastodon,Ambiguity/Incompleteness,"{'Ambiguity': 2, 'Incompleteness': 1}",{'Pragmatic': 2},{'Pragmatic-Language Error': 2},"[{""category"":""Ambiguity"",""label"":""Pragmatic"",""subclass"":""Language Error"",""comment"":""A potential typo or usage of incorrect grammar creates alternative possible meanings as the reader attempts to correct the author's use of language, resulting in a literal interpretation and one or more corrected interpretations."",""question"":""When you wrote \""local and federated timeline\"", did you mean a local timeline and a federated timeline, a single timeline that combines the local timeline and federated timeline, or something else?"",""interpretation"":""local and federated timelines; a single timeline that combines the local timeline and federated timeline"",""affectsDownstream"":""Yes"",""affectDescription"":""Number of views added"",""text"":""local and federated timeline"",""start"":41,""end"":69},{""category"":""Ambiguity"",""label"":""Pragmatic"",""subclass"":""Language Error"",""comment"":""A potential typo or usage of incorrect grammar creates alternative possible meanings as the reader attempts to correct the author's use of language, resulting in a literal interpretation and one or more corrected interpretations."",""question"":""When you wrote \""local and federated timeline\"", did you mean a local timeline and a federated timeline, a single timeline that combines the local timeline and federated timeline, or something else?"",""interpretation"":""local and federated timelines; a single timeline that combines the local timeline and federated timeline"",""affectsDownstream"":""Yes"",""affectDescription"":""Number of views added"",""text"":""local and federated timeline."",""start"":143,""end"":172},{""category"":""Incompleteness"",""comment"":""Information is missing as to the author's expectations for the feature's implementation"",""question"":""Where should this view be accessed?; What content should be displayed on the timeline?; What users constitute 'local', 'federated', and 'neither' in regard to the aforementioned content?"",""interpretation"":""Where should this view be accessed?; What content should be displayed on the timeline?; What constitutes 'local', 'federated', and 'neither' in regard to the aforementioned content?"",""affectsDownstream"":""Yes"",""affectDescription"":""Data collection and organization"",""text"":""N/A"",""start"":0,""end"":0}]",Request Number - 8 | Request Title - Add local and federated timeline | Request Description - At the moment there seems to be no way to access local and federated timeline. Please consider adding that feature.
71,1,592-Signal,Ambiguity/Incompleteness,"{'Ambiguity': 3, 'Incompleteness': 1}",{'Pragmatic': 3},{'Pragmatic-Deictic': 3},"[{""category"":""Ambiguity"",""label"":""Pragmatic"",""subclass"":""Deictic"",""comment"":""The highlighted text refers to a person the author can currently view at the time of writing, but readers afterward must attempt to resolve the identity of later using contextual information about the author, which creates multiple possibilities for the target of the demonstrative and pronoun."",""question"":""When you wrote \""this guy\"", can you be more descriptive about the identity or nature of the person being referred to?"",""interpretation"":""any theoretical person the author is currently looking at"",""affectsDownstream"":""No"",""affectDescription"":"""",""text"":""this guy"",""start"":97,""end"":105},{""category"":""Ambiguity"",""label"":""Pragmatic"",""subclass"":""Deictic"",""comment"":""The highlighted pronoun could be used as an anaphor for an existing concept in context, or as a deictic expression to introduce a new concept"",""question"":""When you wrote \""requested it\"", does 'it' refer to emoji compatibility, a specific emoticon or additional emoji characters not yet identified in the context, a different feature related to emoji, or something else?"",""interpretation"":""emoji compatibility; a specific emoticon or additional emoji characters not yet identified in the context; a different feature related to emoji"",""affectsDownstream"":""No"",""affectDescription"":"""",""text"":""it"",""start"":130,""end"":132},{""category"":""Ambiguity"",""label"":""Pragmatic"",""subclass"":""Deictic"",""comment"":""The highlighted text refers to an issue the author can currently view at the time of writing, but readers afterward must attempt to resolve the identity of later using contextual information about the author, which creates multiple possibilities for the target of the demonstrative."",""question"":""When you wrote \""this issue\"", can you be more descriptive about the identity, nature, or content of the issue being referred to?"",""interpretation"":""any theoretical issue the author is currently looking at"",""affectsDownstream"":""No"",""affectDescription"":"""",""text"":""this issue"",""start"":109,""end"":119},{""category"":""Incompleteness"",""comment"":""The feature request does not include an actual request, but instead just a reference to another person making a request. Information about the other person's request is required for this feature request to be actionable."",""question"":""What is the request being made by the other person?"",""interpretation"":""What is the request being made by the other person?"",""affectsDownstream"":""Yes"",""affectDescription"":""The identity of the feature to be implemented"",""text"":""N/A"",""start"":0,""end"":0}]","Request Number - 592 | Request Title - Feature - Emoji | Request Description - I hate emoji, but this guy on this issue requested it and I figure I'll help him/you out by making a new issue/feature request."
